name,logo,category,address,description,site_web,size,twitter,linkedin,facebook,youtube
BNP Paribas El Djazair,https://www.emploitic.com/attachments/company_logo/logo_5109031.jpg,"Banque, Assurance, Finance","Ilot 1, Quartier d'affaires d' 16000, Alger, Algérie","BNP Paribas El Djazair est une filiale à 100% de BNP Paribas, créée
en 2002. Sa vocation est d’être une banque universelle qui offre des
services de qualité supérieure à l’ensemble de ses clientèles. La
banque est devenue une des toutes premières banques privées sur le
territoire algérien. L’activité Leasing, ou crédit-bail, a rejoint les
différents métiers présents au sein de la banque en Algérie en 2007,
La banque bénéficie par ailleurs d’un partenariat avec Cardif El
Djazair, filiale du groupe BNP Paribas, dont l’activité est liée au
secteur des assurances. Une certification ISO 9001 Depuis mai 2014,
BNP Paribas EL Djazair est la première banque en Algérie à être
certifiée ISO 9001 sur son activité Monétique liée à la gestion des
cartes bancaires, des guichets automatiques de banque et à la gestion
des réclamations. BNP Paribas est une banque de premier plan en Europe
avec un rayonnement international. Elle est présente dans 74 pays,
avec plus de 192 000 collaborateurs, dont plus de 146 000 en Europe.
Le Groupe détient des positions clés dans ses trois grands domaines
d'activité : Domestic Markets et International dans Retail Banking &
Services, et Corporate & Institutional Banking, centré sur les
clientèles Entreprises et Institutionnels.",,Grande entreprise,,,,
SARL PENTABELL,https://www.emploitic.com/attachments/company_logo/logo_5150602.jpg,Services,"loc.6 rue belle vue Residence Chaabani Val d'Hydra, Alger, Algérie","Pentabell est une société privée, leader dans le domaine du recrutement et créée depuis 2005 en tant qu'entreprise individuelle.

Au cours des dix dernières années, Pentabell a connu une croissance exponentielle pour devenir aujourd'hui un groupe mondial opérant dans plus de 20 pays à travers le monde, avec plus de 500 employés.

""TIPS THE SCALES IN YOUR FAVOR"" est la promesse à tenir.

Pentabell vous accompagne dans vos projets pour les rendre plus rentables et efficaces.

Ses principaux domaines de spécialités sont : le conseil, la paie, la logistique, la réinstallation, le recrutement, l'externalisation, l'assistance technique et le déploiement.

Site web
https://www.pentabell.com

Secteur
Recrutement",,Multinationale,,https://www.linkedin.com/company/pentabell/mycompany/verification/,,
Algeria Gulf Bank (AGB),https://www.emploitic.com/attachments/company_logo/logo_5269080.jpg,"Banque, Assurance, Finance",", Alger, Algérie",,,Multinationale,,,,
Promasidor Djazair,https://www.emploitic.com/attachments/company_logo/logo_5280334.jpg,Industries,"Guerouaou, ,. , Blida, Algérie","Promasidor est une société multi-locale de produits alimentaires et
de boissons qui ravitaille plus de 850 millions de personnes.
Motivée, dynamique et progressiste, Promasidor est un exemple vibrant
de ce qu’on peut accomplir sur ce grand continent.",http://www.promasidor.dz/,Multinationale,,,,
Natixis Algérie,https://www.emploitic.com/attachments/company_logo/logo_5227460.jpg,"Banque, Assurance, Finance","Bab Ezzouar , Alger, Algérie","1ère banque européenne implantée en Algérie, Natixis Algérie
accompagne ses clients en établissant un véritable partenariat
financier. Banque universelle, Natixis Algérie offre une gamme
étendue de produits et services financiers aux grandes entreprises,
PME-PMI, professionnels et particuliers Algériens. Natixis Algérie
est également la 1ère banque Algérienne à assurer des prestations
de services pour le compte du Groupe BPCE. Depuis 2018, Natixis
Algérie à lancé la première banque mobile en Algérie “Banxy“.",https://www.natixis.dz/,Multinationale,https://twitter.com/natixisalgerie,https://www.linkedin.com/company/natixis-alg%C3%A9rie-vos-projets-%C3%A9voluent-nos-solutions-aussi?trk=biz-brand-tree-co-name,https://www.facebook.com/NATIXIS-Alg%C3%A9rie-117728334988987/?fref=ts,
CEVITAL Agro-Industrie,https://www.emploitic.com/attachments/company_logo/logo_5010173.jpg,Industries,", Bejaia, Algérie",,,Multinationale,,,,
El kendi,https://www.emploitic.com/attachments/company_logo/logo_5065273.jpg,Industries,"Groupe de propriétaires n° 146, partie n° 02, Zone industrielle de Sidi Abdallah, Rahmania 16121-, Alger, Algérie",,,Multinationale,,,,
GEAT General Electric Algeria Turbines,https://www.emploitic.com/attachments/company_logo/logo_2096626.jpg,Industries,"triangle building, lot 18&19 microzone d'activité hydra, Alger, Algérie",,,Multinationale,,,,
Sarl Complexe Avicole de Bouinan,https://www.emploitic.com/attachments/company_logo/logo_5313025.jpg,Industries,"Section 7, Ilot 56, Baba Ali, Birtouta, , Alger, Algérie",,,PME/PMI,,,,
Borneforyou,https://www.emploitic.com/attachments/company_logo/logo_5309994.jpg,Services,", Oran, Algérie",,,PME/PMI,,,,
e-Talent An,https://www.emploitic.com/attachments/company_logo/logo_5309411.jpg,Services,", Alger, Algérie",,,PME/PMI,,,,
SARL PAPER ZERO,https://www.emploitic.com/attachments/company_logo/logo_5307880.jpg,Services,"CITE CHEVALLEY, B C04, N° 94 ,ETAGE 2, BOUZAREAH,ALGER (DZ), Alger, Algérie",,,PME/PMI,,,,
DSC Technology,https://www.emploitic.com/attachments/company_logo/logo_5308128.jpg,"Informatique, Télécom, Internet","KHRAICIA, Alger, Algérie",,,PME/PMI,,,,
Captophone,https://www.emploitic.com/attachments/company_logo/logo_5301669.jpg,Services,"Centre commercial et d'affaire el QOds 7éme étage BU 11/12 Cheraga ALGER (DZ), Alger, Algérie",,,PME/PMI,,,,
SARL Adam sarayi,https://www.emploitic.com/attachments/company_logo/logo_5302246.jpg,Services,"Hai khemisti ORAN (DZ)ORAN31000Algérie, Oran, Algérie",,https://www.facebook.com/people/chocolatesarayialgeria/100064742740953/,PME/PMI,,,https://www.instagram.com/chocolate.sarayi.algeria/,
EURL VALDIVIA EVENTS,https://www.emploitic.com/attachments/company_logo/logo_.jpg,Services,"Cité Errahma N°106 section 03 Ilot de propriété 816 commune de Dely Ibrahim, Alger, Algérie",,,PME/PMI,,,,
Sarl Ring m.f,https://www.emploitic.com/attachments/company_logo/logo_.jpg,Services,"23 rue des freres djoudi telemly, Alger, Algérie",,,PME/PMI,,,,
SARL Petra Food,https://www.emploitic.com/attachments/company_logo/logo_5301713.jpg,"Distribution, Commerce","Zone industrielle el kseur lot 04 section 98 cne el kseur, Bejaia, Bejaia, Algérie",,,PME/PMI,,,,
Cabinet d'avocat Berbagui Mehdi,https://www.emploitic.com/attachments/company_logo/logo_5303267.jpg,Services,"Algerie, Algérie",,,PME/PMI,,,,
Pharmaly,https://www.emploitic.com/attachments/company_logo/logo_5296942.jpg,Industries,"57 Rue DIDOUCHE Mourad centre. ALGER (DZ)ALGER CENTREAlgérie, Alger, Algérie",,,PME/PMI,,,,
Pharmaly,https://www.emploitic.com/attachments/company_logo/logo_5296942.jpg,Industries,"57 Rue DIDOUCHE Mourad centre. ALGER (DZ)ALGER CENTREAlgérie, Alger, Algérie",,,PME/PMI,,,,
LABORATOIRES RIADH PHARM,https://www.emploitic.com/attachments/company_logo/logo_5296883.jpg,Services,"LABORATOIRES RIADH PHARM Zone d'Activit Ouled Mohamed 02000 , 02 CHLEF (DZ)CHLEF, Chlef, Algérie",,,PME/PMI,,,,
Michel Hurel Algérie,https://www.emploitic.com/attachments/company_logo/logo_5292249.jpg,Services,"Michel Hurel Lots Bourssas Bâtiment C4 N°3 Haut Site, Hydra 16 ALGER (DZ)HYDRA , Alger, Algérie",,,PME/PMI,,,,
AGCE,https://www.emploitic.com/attachments/company_logo/logo_5293923.jpg,Services,"AGCE cyber parc, Sidi Abdellah Batiment ""D"" Rahmania Zeralda. ALGER (DZ)ZERALDA , Alger, Algérie",,,PME/PMI,,,,
SARL COMEXPAL EVENTS,https://www.emploitic.com/attachments/company_logo/logo_5290122.jpg,Services,"ZONE D'ACTIVITE LOT N°01 LOCAL N°02 MOHAMMADIA ALGER, Alger, Algérie",,,PME/PMI,,,,
EURL ALGERIA AGRI FOODS PROCESSING INDUSTRIES AAFPI,https://www.emploitic.com/attachments/company_logo/logo_5285830.jpg,Industries,"EURL ALGERIA AGRI FOODS PROCESSING INDUSTRIES AAFPI Cité Ben Djerman, cité Kouit Bloc 175 N° 07 Class 143 PRP 153, 17 17000, Djelfa, Algérie",,,PME/PMI,,,,
Alltour,https://www.emploitic.com/attachments/company_logo/logo_5313193.jpg,Services,"08 Bd Colonel Abderahmane Mira, Bab El Oued 16007 ALGER (DZ), Alger, Algérie",,,PME/PMI,,,,
INKIDIA,https://www.emploitic.com/attachments/company_logo/logo_5313157.jpg,Services,"32 Rue Benkahla Mohamed, Kouba 16006 ALGER (DZ), Alger, Algérie",,,PME/PMI,,,,
SARL JMC Motors Algérie,https://www.emploitic.com/attachments/company_logo/logo_5284025.jpg,"Distribution, Commerce","216 rue Hassiba Ben Bouali, , Alger, Algérie",,,Grande entreprise,,,,
SIDI ACHOUR MOTOS PIECES,https://www.emploitic.com/attachments/company_logo/logo_5284216.jpg,Industries,"SIDI ACHOUR MOTOS PIECES 10, Cité Miliani . Ouled Yaiche 09 09003 BLIDA (DZ)OULED YAICH09003Algérie, Blida, Algérie",,,PME/PMI,,,,
EURL NOOR DISTRIBUTION,https://www.emploitic.com/attachments/company_logo/logo_5281135.jpg,"Distribution, Commerce","OUELED SEGHIR SECTION 13 ILOT 24 BAZER SAKHRA, 19675 SETIF (DZ), El Eulma, Setif, Algérie","NOOR DISTRIBUTION est une jeune société de distribution de produits de grande consommation qui ambitionne de devenir un leader incontournable du secteur.
Nous gérons actuellement plus de 75 salariés et disposons de plusieurs centres de distribution au niveau de l'est.
Dans l'optique de notre développement au niveau national, nous recherchons des collaborateurs chevronnés et ambitieux qui s'impliqueront dans la croissance de la société.",,PME/PMI,,,https://www.facebook.com/NoorDistributionServices/?locale=fr_FR,
Eurl Atdd,https://www.emploitic.com/attachments/company_logo/logo_5288484.jpg,"Informatique, Télécom, Internet","ALGER (DZ)BABA HASSENAlgérie, Alger, Algérie",,,Multinationale,,,,
EQUINOR ALGERIA,https://www.emploitic.com/attachments/company_logo/logo_5278857.jpg,Industries,"1 Chemin Doudou Mokhtar، Ben Aknoun ALGER (DZ)Algérie , Alger, Algérie",,,PME/PMI,,,,
RED MED ADRAR SPA,https://www.emploitic.com/attachments/company_logo/logo_5285692.jpg,Services,"03 Rue, Mohamed Drarni, Hydra – , Alger, Algérie",,,Grande entreprise,,,,
Clinique el Tawfik,https://www.emploitic.com/attachments/company_logo/logo_5277122.jpg,Services,"09, Djenane Esenna, Zonka, Birkhadem 16330, 16330 ALGER (DZ)BIRKHADEM, Alger, Algérie",,,PME/PMI,,,,
Creadev,https://www.emploitic.com/attachments/company_logo/logo_5279298.jpg,"Informatique, Télécom, Internet","66 route ouled fayet cherga , Alger, Algérie","Creadev, votre partenaire pour la digitalisation et le développement
de logiciels de gestion scolaire. Chez Creadev, nous sommes
passionnés par l'innovation et l'amélioration de l'éducation. Nous
sommes spécialisés dans la conception de solutions sur mesure pour
les écoles privées, les centres de formation, les crèches et les
universités, afin de faciliter leur gestion quotidienne et de leur
permettre de se concentrer sur l'essentiel : la réussite de leurs
élèves. Notre équipe est composée d'experts de l'éducation et de
la technologie, qui travaillent en étroite collaboration pour
répondre aux besoins spécifiques de chaque client. Nous sommes fiers
de notre engagement envers la qualité, l'efficacité et la
satisfaction de nos clients. Rejoignez-nous pour un avenir éducatif
plus innovant et plus performant !",,PME/PMI,,https://www.linkedin.com/company/creadevdz/?viewAsMember=true,https://www.facebook.com/Creadev90/,
Thermo sanit,https://www.emploitic.com/attachments/company_logo/logo_5272972.jpg,"BTP, Construction, Immobilier","ALGER (DZ)Algérie , Alger, Algérie",,,PME/PMI,,,,
CHEMIPRO INGREDIENTS,https://www.emploitic.com/attachments/company_logo/logo_5271169.jpg,"Distribution, Commerce","HAOUCH SBAAT NORD, ZI, ILOT 320, SECTION 7, ZONE 1. 16017- ROUIBA. ALGER , Alger, Algérie",,,PME/PMI,,,,
EURL ENTREPRISE GHERRAS INDUSTRIELLES ET MONTAGE DES POMPES,https://www.emploitic.com/attachments/company_logo/logo_5272873.jpg,Industries,"N° 29 ILOT 129 MISSERGHINE -ORAN ORAN (DZ)MESSERGHIN31180Algérie, Oran, Oran, Algérie",,,PME/PMI,,,,
Fmag,https://www.emploitic.com/attachments/company_logo/logo_5269983.jpg,Services,"ALGER (DZ)Algérie , Alger, Algérie",,,PME/PMI,,,,
LA NOUVELLE COTE,https://www.emploitic.com/attachments/company_logo/logo_5269019.jpg,Services,"COOPERATIVE 11 DECEMBRE 1960 LOT N64 RDC DELY BRAHIM ALGER, Alger, Algérie",,,PME/PMI,,,,
ANAC,https://www.emploitic.com/attachments/company_logo/logo_5284927.jpg,Services,"zone industrielle rouiba, Alger, Algérie","L'Agence Nationale de l'Aviation Civile (ANAC) est un établissement public à compétence nationale doté d'une autonomie technique et de gestion. Sa mission principale consiste à réglementer, superviser et contrôler les activités de l'aviation civile en général, en mettant l'accent sur la sécurité aérienne et le transport aérien.",,Entreprise publique,,,,
Eurl Mono Lighting,https://www.emploitic.com/attachments/company_logo/logo_5308815.jpg,"Distribution, Commerce","Baba Hassen , , Alger, Algérie",,,Grande entreprise,,,,
Eurl Yacef Mourad,https://www.emploitic.com/attachments/company_logo/logo_.jpg,Services,"cité el akram, bt n°03, dely brahim, alger, Alger, Algérie",,,PME/PMI,,,,
Maghreb Truck Company SPA,https://www.emploitic.com/attachments/company_logo/logo_5264332.jpg,"Distribution, Commerce","Maghreb Truck Company Spa 4, Avenue Victor Hugo - Usine: BIRKHADEM, Alger, Algérie",,,Grande entreprise,,,,
Eco Prospect,https://www.emploitic.com/attachments/company_logo/logo_5264460.jpg,Services,"Eco prospect 09, Blida, Algérie",,,PME/PMI,,,,
Optique Distribution Algérie,https://www.emploitic.com/attachments/company_logo/logo_5263711.jpg,"Distribution, Commerce","Lot N°20,Oued Tarfa , Draria ,, Alger, Algérie","Optique Distribution Algérie
Présente en Algérie depuis plus de vingt ans, Optique Distribution Algérie (ODA) a acquis un savoir et un savoir-faire, qui fait d’elle le partenaire de choix dans le domaine de l’ophtalmologie.
Optique Distribution Algérie est structurée de manière à répondre à toute demande en termes de conseils, d’installation, de mise en marche, de réparation, d’intervention, de formation et autres services.
Optique Distribution s’est également dotée d’une unité de fabrication, située à Constantine, et qui a pour activité principale : la fabrication des dispositifs médicaux et des équipements et pour l’ophtalmologie (Fabrication des implants intra oculaires, Fabrication des lentilles de contact, Fabrication du champ Opératoire).",,PME/PMI,,,,
SARL Sygma Pharm,https://www.emploitic.com/attachments/company_logo/logo_5278932.jpg,"Distribution, Commerce",", Oran, Algérie",,,PME/PMI,,,,
ALGISOL,https://www.emploitic.com/attachments/company_logo/logo_5261747.jpg,Industries,"CW132,GP162,LOT N°3, N°2, HARCHOUNE,CHELEF CHLEF (DZ)CHLEF02131Algérie , Chlef, Algérie",,,PME/PMI,,,,
